id,text
1993,[WATCH] Mother Nature halts Australia Blue Mountains bushfire http://t.co/xxA4rmFZ01
1997,@jiminswang i was about 2 say bush fires in aus but the reason is hot
1998,Bushfire causes first victim in Albania ::  The multiple fires in Albania have caused the first vict http://t.co/yuba6XmBlq #Bush
2002,If you like goats and dislike bush fires then this is probably the video for you http://t.co/93VacQM4b1
2004,@PamelaMueller @TIME  It is an honour  and privlege to pray. I have witnessed these bush fires when living in Australia
2005,@TheRealPBarry How much CO2 does an erupting volcano and bush fires raging put into the atmosphere? None of the believers mention this.
2008,All these Eugene fires gotta make you think.... Hashtag conspiracies hashtag population control hashtag bush did it
2011,Warfighting Robots Could Reduce Civilian Casualties So Calling for a Ban Now Is Premature http://t.co/yvYgTcAz7k
2013,lets hope this concert ends with zero casualties amen
2018,American Weapons and Support Are Fueling a Bloody Air War in Yemen http://t.co/ZBLU4xXo44
2021,More women children casualties of Afghan violence http://t.co/OstkZA1qaX
2025,@gtiso Fair enough. Change always has unfortunate casualties. I like that @NzMorningReport utilises both Welly &amp; Aucklnd. We'll see.
2029,Memorial day of 70 years Hiroshima and Nagasaki (69 august 1945) wth total casualties 200.000+ . God forgive them!
2030,Warfighting Robots Could Reduce Civilian Casualties So Calling for a Ban Now Is Premature - http://t.co/trNGqOPBdl
2032,@EskSF there are always casualties when doing the right thing especially if it's going to cost your boss money.
2037,@Josh_Daniel_ @mikegiarrusso @FoxNews so do you think a bunch of untrained people firing back isn't going to cause more casualties
2041,"Obama 'lambasted 4 not being respected &amp; 4 being a joke™?š?™?
Would #Trump prefer more civilian casualties?
http://t.co/gxQMDMzA1u
#GOP
#maddow"
2044,@JimW_in_NM @KurtSchlichter Here's the thing: they were predicting UP TO A MILLION AMERICAN CASUALTIES. Forget the goddamn Japanese.
2048,American Weapons and Support Are Fueling a Bloody Air War in Yemen http://t.co/F7ZcqaOcY7
2052,Let's appreciate that the group of people that everyone hates so much the police prevented mass casualties today in Nashville.
2053,@DonteStallworth @SteveSGoddard if you look at the casualties on Iwo Jima and Okinawa and the numbers dead on both sides you'll see it.
2054,@Cameron_Surname @chrisg0000 The Allies forecast an Invasion of Japan had a minimum of 1 million casualties that is a minimum.
2062,@Rx_Casualty @Vpzedd @Daintt_M call
2065,"#LegalJobs Litigation Attorney in Scottsdale AZ:  Claims Specialist II Casualty Bodily Injury 
The can... http://t.co/zqrQEg3Cxl #Jobs"
2066,@5SOSFamUpdater social casualty
2072,"™?š?š?@MacCocktail: 'The first casualty of war is truth.'
? Hiram Johnson (died this day) - in Tony Blairs case it died before the war! ??"
2079,Georgian wines have become a casualty in Russia's political campaign against the Ukraine: http://t.co/wCo724AmPl
2080,@bruminthecity oh no what coffee was it espresso? poss casualty of today's busiest thurs ever. come in for a perfect coffee - on the house.
2085,Associated Agencies Inc. is #hiring Property &amp; Casualty Account Manager http://t.co/z6MQrUFLDl #jobs #RollingMeadows #Insurance
2088,Documenting climate change's first major casualty http://t.co/5QMvEwDgiS via @GreenHarvard http://t.co/NmtWI59MU4
2090,Canceling Deal for 2 Warships France Agrees to Repay Russia via @nytimes http://t.co/j7vbskHAXn
2092,charlie from casualty at the ashes https://t.co/jDlYmGuHwW
2093,Keep alive your sound intensity level catering in keeping with auditory effect casualty insurance: hcXvNeoAV
2101,"™?š?š?@5SOSGlobalSquad: me: will give all of my money to hear social casualty live 

#MTVHottest 5sos™?š?™? I have about 5 buck here I'd give it all??"
2104,@Vpzedd reach skype
2105,"?please read casualty fans?
Let us know &amp; help spread the word by retweeting! DM me or @ScriptetteSar for more info?? http://t.co/HDrBTJRoHb"
2106,business casualty
2107,@datshemmings_ moi c'est plutot disconnected the only reason close as strangers heartbreak girl rejects social casualty ... ufhguhfidt
2120,Fox News is the biggest media catastrophe in American history.  People love living a lie??
2124,#twist #sony Ultimate #preparedness library: http://t.co/kx1fGSqeB6 Prepare Yourself For Any Catastrophe. Over http://t.co/7GYGhOG2ds
2127,@BuzzFeed Stannis is not evil in the books GOT is a catastrophe just saying
2130,@ShaneRyanHere CATASTROPHE on Amazon Prime.
2132,You r a wonderful person  ???? @thomasistrash #ThomasIsTrash http://t.co/7bcLAzAfIH
2135,'Now I am quietly waiting for the catastrophe of my personality to seem beautiful again and interesting and modern.'
2137,Gaza 2014 - The Summer of Catastrophe https://t.co/gm3YI1D1dV #gaza #palestine #israel #BDS
2140,@taylorswift13 @Caradelevingne Mother Chucker and Catastrophe = So much hotness in one room we can't cope. #Swifties
2143,@twlldun @peterjukes It's a very good piece. And I agree the failure of post-war planning was the catastrophe.
2147,Sorry Kylie pretty sure James?? ate Bruce ?? this morning. #Catastrophe  https://t.co/TR6oM9yN2C
2151,@robdelaney desperate to watch the last episode of Catastrophe. How can I get it in the UK?
2152,@BarackObama hello Mr. President there is a really big problem in Puerto Rico regarding the water situation no more like a catastrophe...
2155,Alaska's #Wolves face catastrophe Alexander #ArchipelagoWolves population plummeted 60% in 1 yr. Be their voice:  http://t.co/vCpKdbnSfp
2156,Two shows I've loved this summer - Catastrophe and Unreal
2162,@VaunWilmott - @PaysTara agrees that with the catastrophic loss of the love in the barn scene we are short 1 shirtless Michael. #Dominion
2165,Something Catastrophic Is Coming: Should We Tune Out? http://t.co/iTkCRpqgn0
2166,[WP] Following a catastrophic event the United States is decimated. The President prepares his first post apocaly™?š?_ http://t.co/6eCMRxUyR6
2167,@johngreen The catastrophic history of you and me
2168,If a š?™œ1 rise in wages is going to have such a catastrophic impact on wage structure. What the fuck is automation going to do!?
2170,@unitedNYblogs @InsideCityHall @nyclass ouch. He needs to explain why his NYCLASS $500K hate mailer was such catastrophic fail
2178,The Catastrophic Effects of Hiroshima and Nagasaki Atomic Bombings Still Being Felt Today http://t.co/W1iFF7ddvy
2180,'How should a society respond to a looming crisis of uncertain timing but of catastrophic proportions?' http://t.co/rIiesTP9zY
2182,"Dear @CarlyFiorina Will you or anyone in your family be alive in 2040?

#climatechange #GOPDebate 

 http://t.co/j7Q2ySOMvR

#FeelTheBern"
2184,#CANCER : everything seems catastrophic you feel you can not be worse. Hit rock bottom. You recover. You start again. After a while got it
2185,Jim Rickards Blog: Catastrophic Outcomes May Come Faster Than Expecte... http://t.co/czEgzbnJ4x http://t.co/B53yr0ccmX
2187,Stop Extreme Regulations That Hurt The Middle Class http://t.co/ATp5apYxRr
2196,@_LalaDeviluke - consequences could have been catastrophic. I was also informed by the security A.I *Mute that you were primarily -
2197,#gaming Learning from the Legacy of a Catastrophic Eruption: fifteen-mile-high plume of ash . The eruption wh... http://t.co/sv5KBP1FmO
2199,Want to sell my boat of a car for a truck
2200,As long as my #Baby is blissfully unaware of the catastrophic day happy  fed bathed  cared for...™?š?_ https://t.co/zMvrjLjoog
2201,I suffered a catastrophic pants failure at work today. I resorted to tying my jacket around my waist til I got to a thrift store. #trustory
2202,Society will collapse by 2040 due to catastrophic food shortages says study http://t.co/2wWZBW5lId
2206,"Dear @SenTedCruz Will you or anyone in your family be alive in 2040?

#climatechange #GOPDebate 

 http://t.co/j7Q2ySOMvR"
2208,Something Catastrophic Is Coming: Should We Tune Out? http://t.co/ftrdbbaKqv via @po_st
2218,THE CHEMICAL BROTHERS to play The Armory in SF tomorrow night!: EMERGENCY BAY AREA EDM ANNOUNCEMENT ™?š?š? THE CHEM... http://t.co/Uhgx7uQoBd
2223,"Fake 'explosion toxic chemical' drills emergency responders before Pope Francis 1.5 million visit in Sept.
http://t.co/AjVFJD3qnI"
2224,Emergency crews are on the scene of a chemical spill at Spohn Shoreline. We will have more details as they come to us.
2226,Standard behavior of Chemical Mixers so that Emergency Purposes...JyB
2228,Emergency services called to Bacup after 'strong' chemical smells http://t.co/4GaJhSPfwl
2232,Rossendale: Emergency services called to Bacup after 'strong' chemical smells http://t.co/hUDTl2HdSV #rossendale
2234,"Emergency services in Hammondville. Near Jewell Close. STORY: http://t.co/jQcy5NwbUg  #Liverpool #7News
https://t.co/snpmAlngvd"
2243,Chemical spill at a house in Hammondville. Emergency services attending. #BreakingNews #7News http://t.co/bQ94MjYgfe
2247,@bendwavy emergency chemical rinse
2249,Emergency services called to Bacup after 'strong' chemical smells http://t.co/hJJ7EFTJ7O
2252,@PMBreedlove Russian nuclear-biological-chemical (NBC) brigade 'emergency response' exercise in Southern MD http://t.co/qyoT2B59ig ™?š?_
2253,Emergency prompted due to chemical spill at a factory near Redruthš?š?UK https://t.co/oiCtAcbwSR http://t.co/46lSIanjMC
2259,"When God pushes you to the edge of the cliff two things may happen:
1) He will catch you when you fall.
2) He will teach you how to fly."
2261,Photographer Brian Ruebs endures 4500-feet climb to capture bride and groom http://t.co/gft2Lr0Lsi @rarasathie_
2264,I might go losing it n drive off a cliff fall in the void
2268,I hope you fall off a cliff.
2269,@Spencer_VH I hope you fall off a cliff
2270,@usetheIight youre an ugly piece of trash i hope u fall off a cliff
2276,Huge cliff landslide on road in China: Watch the moment a cliff collapses as huge chunks of rock fall onto a r... http://t.co/LKDO0momtw
2283,My boy @Fall_off_Cliff still got it man rumor has it he going back to DE ??
2287,"Video: Man rescued after 80ft cliff fall at Shaldon
Read more: http://t.co/efQCLTEVlr http://t.co/4gQy7ziMfC"
2290,@MattBuek Some pitchers gracefully lose their stuff. Some fall off a cliff and land on their throwing arm. Hard to tell who gets what.
2291,@JohnnieGuilbert jump off a cliff. I'll be cheering for you to do a back flip for fucks sake. I hope you fall and break your neck.
2293,3 out of the 4 people I'm camping with I would happily see fall of a cliff.
2295,Mega keen for hiking tomorrow! Hope i don't fall off a cliff haha!  #keen #fitness #yay #excitedmuch
2302,@NTSouthWest Looks very tasty but the problem is the cliff might fall into the sea due to coastal erosion so it would be crumbly then
2305,Interview on The Collapse of Materialism Best #TalkRadio Listen Live: http://t.co/ncMBnRsk5Q
2310,Greece's tax revenues collapse as debt crisis continues http://t.co/V5yyzNGRBZ
2313,http://t.co/dOg9bw1eCW Correction: Tent Collapse story #HNLnow
2316,Correction: Tent Collapse Story http://t.co/CMbNMvVDKl
2320,We all knew Cain wasn't going to die... It's either Val or someone is gonna collapse later on... #Emmerdale #SummerFate
2322,Interview on The Collapse of Materialism Best #TalkRadio Listen Live: http://t.co/Qn8vTXZJzB
2323,West Side water main break causes street collapse (VIDEO) - El Paso Times http://t.co/uP9TWymJlV
2326,@fouseyTUBE @zaynmalik I would collapse
2328,The Guardian Greece's tax revenues collapse as debt crisis continues The Guardian Fresh™?š?_ http://t.co/L0ARQL2q2O
2331,If Oikawa was in Karasuno I guess I'd just collapse from such an overwhelming happiness.
2335,Residents set up sign as tribute to families who lost their lives in the Thane building collapse: The unfortun...  http://t.co/zT6wANhXuj
2338,Technical Collapse -&gt;  http://t.co/BfJB5H4tuW     $WLB Down -3.43% to New Low http://t.co/cSXEKREDUg
2343,.@ArneJungjohann #Energiewende is directly responsible for the collapse in energy value. http://t.co/NxvjPj610W
2344,#ROH3 #JFB #TFB #alrasyid448ItuRasya Correction: Tent Collapse Story http://t.co/xsnJi8EJRl ROH3 SmantiBatam #ROH3SmantiBatam
2345,Ashes 2015: Rampant England humiliate rival Australia http://t.co/kMBS7bXkQN
2353,Greece's tax revenues collapse as debt crisis continues: As talks continue over proposed ™?š?š?86bn third bailout ... http://t.co/7w2WiEFjuq
2355,That @PPact hasn't already collapsed is a testament to @TheDemocrats lockstep devotion to politics over reality.
2357,@SheriffClarke @FreeAmerican100 If a carpenter built your house and it collapsed would you ask the same carpenter to rebuild it?
2360,35W Memorial honoring those who died when the bridge collapsed. http://t.co/qIb5fYaLGs
2365,I used to have a good time from June to about July 10th then my summer just collapsed smh
2369,i remember when i was little and i didnt want to say the pledge and the school collapsed and pit to hell opened
2371,But the ceiling and the walls collapsed. Upon the darkness I was trapped.
2378,I collapsed in the bathroom bcuz of Michael.
2380,VIDEO: Link to the billowing fire after the SouthTowne Lanes roof collapsed: http://t.co/YrRHqZLKoR http://t.co/dXk4sUXMKV
2381,@_Lasha_K @Diamond6612 @quin_lo @LSedig @Yemmely @Holly16252 @Inmianajones I saw this crazy edit of Twisted mixed with Tut and I collapsed
2383,3D view of the storm that developed &amp; collapsed over Albertville this evening; some wind damage reported #valleywx http://t.co/2wJ1MNz3mE
2384,@michaelgbaron Panic City has collapsed. Party City is in full swing!
2392,@JessicaLauraxo grandma collapsed and died
2393,3-pronged inquiry launched into collapsed #HongKong furniture retailer DSC http://t.co/Tg3ukIsgEN @scmp_news http://t.co/An5LpimNfA
2401,Official: Crowd in tent that collapsed was told to stay put: LANCASTER N.H. - Circus workers first told spectators™?š?_ http://t.co/yRQgASn0JG
2403,@jemmaswans i needed such a breather today oh my god i went on lunch and collapsed like a sack of bones in my car
2404,We had a room full of people lifting up Collide in prayer!! We are so excited for Friday night!! http://t.co/645dYNAMy8
2405,?Maybe someday we'll find the place where our dreams and reality collide.?
2407,I'm not saying you should freak out but Collide starts in 30 mins so you should freak out!  Get™?š?_ https://t.co/QOK1BSYZEU
2411,I added a video to a @YouTube playlist http://t.co/c2k7hDoLph Howie Day - Collide
2424,but even if the stars and moon collide i never want u back into my life #MTVHottest Justin Bieber
2426,Collide Gateway students make setting up chairs and tables 10x more fun than I would've thought! ?? @collideNLC
2431,Perez Hilton forever Niley shipper lol https://t.co/qQ1pIJK2dA
2433,no escape- no place to hide here where time and space collide
2434,Nigga This Is The First Time I Heard A Song By Justine Sky Other Than Collide
2436,Vamos Newells
2439,#Funfact #facts Can Stars Collide? http://t.co/E1ao9A7rw9
2444,"When transgender Sam takes runaway Lizzie in two very different worlds collide as they explore unjust boundaries and trust.
Sam(uel)
#books"
2447,When Social Media Marketing and Ethics Rules Collide | The Recorder http://t.co/D0Bnm1ZZak
2448,Trump &amp; Bill Clinton collide in best conspiracy story ever http://t.co/ABkhBhNLOz via @motherjones TRUMP DEMOCRATIC PLANT?  lmao #lastword
2449,PIERCE THE VEIL Rubber Bracelet Wristband Collide with the Sky - Full read by eBay http://t.co/H4WUPpaT6k http://t.co/WisjhDH58n
2450,Now there's only 2 days for collide!!! get signed up!???? http://t.co/vhh7LBOATZ
2461,@FarhanKVirk @PTISalarKhan ! Instead of promoting false news first get your facts right . It was a road rage incident . Vehicles collided
2469,"I so want to #win an ARC of WHEN WE COLLIDED Emery Lord's 2016 release! Open intl #TheStartofEmandYou #giveaway
 http://t.co/qcu4xO54wT"
2472,@mollywood I agree! I didn't know you had moved to Marketplace. I woke up to your report &amp; thought my favorite worlds (BOL-APM) collided.
2473,@imaginator1dx currently reading after. as you can see after we collided is on my dresser waiting to get read http://t.co/QwrASZ6LHO
2474,@edsheeran tf is innit
2477,So running down the stairs was a bad idea full on collided... With the floor ??
2481,#maritime The sand carrier Shinto Maru and chemical tanker Hoshin Maru collided on 7 nautical miles off Honshu... http://t.co/2bnfoAGpzD
2484,Oh my God. Sending my thoughts to @SAStars head coach Dan Hughes who left the game on stretcher after Danielle Robinson collided into him.
2495,@AlyssaSpencer28 remember when beau and i collided on the slip and slide and I died ??????
2503,Ok two of my favorite things have collided into one great HT #LiteraryCakes  https://t.co/E2meY0aKPu
2509,Call to car vs fed ex truck head on collision on I-40 mile marker 118. Prayers for the families as we get to the scene!
2511,Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/eOPWBtUYr9
2518,Motorcyclist bicyclist injured in Denver collision on Broadway: At least two people were taken to a local™?š?_ http://t.co/PMv8ZDFnmr
2522,Traffic Collision - Ambulance Enroute: Florin Rd at Franklin Blvd South Sac http://t.co/dYEl9nMQ0A
2525,The Denver Post - Motorcyclist bicyclist injured in Denver collision on Broadway http://t.co/yjrIi5mHii
2526,that collision daaamn
2529,Marin Sr37 / Sr121 **Trfc Collision-Unkn Inj** http://t.co/yqJVEVhSzx
2533,Riverside I15 N Sr91 E Con / I15 N Sr91 W Con **Trfc Collision-Unkn Inj** http://t.co/QqMLKvgPQk
2549,Techerit: Anti Collision Rear- #gadget #technology http://t.co/v3a5ZQaRFg
2551,Anti Collision Rear- #innovation #gadgets http://t.co/YXD4c4XlGo
2558,Mom fights to recover in hospital from fiery car crash while kids miss her at home - http://t.co/0UH26R2zfX
2562,No citation for Billings police officer who caused Broadwater crash http://t.co/aAhYoEITzl http://t.co/ULZ3ubQV5z
2563,'Our little angel': Banjo Pilon 10 dies after skateboarding crash at Wamberal: At the weekend 10-year-old B... http://t.co/5bcOQB6Cff
2567,lol at the guy whipping by me on a double yellow line in his mustang just to crash on the curb into a light pole #sns
2574,New post: 'India Train Crash Kills Dozens' http://t.co/6OQaZmQa3L
2577,Crash
2578,@crash_matrix @TheMercedesXXX With a minivan :3
2580,Non-Power 5 Schools with Best Shot to Crash College Football Playoff http://t.co/Wj5EMRNkYi
2581,This is hilarious! Look at all of you! We got: Hairity Rainbow Crash Spitty Pie #Spikebot
2583,Thieves crash dealership gate steal four vehicles in Killeen http://t.co/aA47AXC6sr http://t.co/fz5axahPVr
2584,Time to enjoy summer in a crash course of two weeks... I will never take summer classes again. (That's a lie)
2586,#portmoody Clarke Rd hill n/b blocked by crash past Seaview traffic back to Kemsley. Take Como Lake to Gatensbury to get around it.
2589,@natethewolf Car vs Motorcycle Crash Fairport Nine https://t.co/SkUQMJq7g2 #BGC14
2595,Learn cPanel in 2015. Join cPanel Crash Course only $20 http://t.co/TltY2Mumco
2596,.@Emily_Noel95 @SterlingKnight @joeylawrence @ABCFmelissajoey that car crash was pretty fun to film  #melissaandjoeychat
2600,NEWS: 2 injured in school bus crash in Bordentown - http://t.co/672bY6OOjn | Details: http://t.co/N5IHOfDpD4
2601,The Crash And A New Depression ™?š?š? The Seeds For The Next Crisis Have Already Been Sown http://t.co/IsN9HdZ4cp
2607,Husband's back from Edinburgh and crashed out. One young adult's has got a raging temperature the other's gone out and I'VE NOT HAD ANY TEA
2610,Rip to whoevers face that crashed in front of my work. Wish I could have helped
2613,almost crashed while listening to walk the moon bUT I DONT CARE I LOVE IT
2615,Ol'Head just crashed into the back of another ol'head car he hopped out like 'DAMNNNN U FUCKIN ROOKIE... SLOW TF DOWN!!' ??????
2618,@thomicks Isn't showing up for me. I think it crashed.
2620,@RosanneBarr New documents suggest Clinton's email server may have crashed. All of her fan mail from Qatar must have crashed it.
2623,Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three members of t... http://t.co/ZlBOeMXo2T
2626,@BlizzardCS crashed them right after the stream lol
2630,@PahandaBear @Nethaera Yup EU crashed too :P
2634,#news Bin Laden family plane crashed after 'avoiding microlight and landing too far down runway': Three member... http://t.co/hHsN0VnYKs
